IDChamado;DataAbertura;Solicitante;Departamento;Categoria;DescricaoCurta;Urgencia;Status;TecnicoResponsavel;DataFechamento
HD-814;22/03/2025 12:47;Luciana Rocha;RH;Solicitação de software;Usuário não consegue acessar o sistema;Baixa;Fechado;Guilherme;25/03/2025 09:47
HD-815;28/10/2024 15:51;Bruno Alves;Operações;Falha em equipamento;Erro ao abrir planilha;Baixa;Pendente;Gabriel;
HD-816;28/02/2025 14:15;Bruno Alves;TI;Erro em sistema;Solicitação de instalação do Office;Alta;Aberto;Guilherme;
HD-817;17/11/2024 13:47;Carlos Silva;Jurídico;Troca de senha;Troca de senha solicitada;Alta;Fechado;Gabriel;19/11/2024 08:14
HD-818;20/12/2024 08:07;Luciana Rocha;TI;Problemas de rede;Usuário não consegue acessar o sistema;Crítica;Aberto;Gabriel;
HD-819;08/11/2024 08:02;João Mendes;Jurídico;Backup;Solicitação de instalação do Office;Alta;Fechado;Gabriel;10/11/2024 15:02
HD-820;25/11/2024 14:35;Mariana Dias;Jurídico;Erro em sistema;Usuário não consegue acessar o sistema;Crítica;Resolvido;Guilherme;26/11/2024 14:35
HD-821;20/02/2025 11:16;Mariana Dias;Comercial;Acesso ao sistema;Troca de senha solicitada;Crítica;Em andamento;Gabriel;
HD-822;03/02/2025 14:18;Bruno Alves;Logística;Troca de senha;Usuário não consegue acessar o sistema;Alta;Pendente;Gabriel;
HD-823;07/03/2025 14:08;Mariana Dias;Operações;Troca de senha;Problema com impressão;Crítica;Pendente;Gabriel;
HD-824;03/11/2024 09:37;Ana Paula;Jurídico;Backup;Usuário não consegue acessar o sistema;Baixa;Fechado;Guilherme;04/11/2024 15:37
HD-825;28/01/2025 16:42;Juliana Castro;Comercial;Erro em sistema;Problema com impressão;Crítica;Pendente;Gabriel;
HD-826;24/02/2025 10:22;Luciana Rocha;Marketing;Acesso ao sistema;Troca de senha solicitada;Média;Fechado;Gabriel;26/02/2025 08:22
HD-827;02/03/2025 08:04;Mariana Dias;Jurídico;Erro em sistema;Erro ao abrir planilha;Baixa;Pendente;Gabriel;
HD-828;12/11/2024 09:48;Fernando Lima;TI;Solicitação de software;Troca de senha solicitada;Crítica;Pendente;Guilherme;
HD-829;29/10/2024 16:43;Mariana Dias;Operações;Erro em sistema;Problema com impressão;Média;Em andamento;Guilherme;
HD-830;04/04/2025 13:24;Luciana Rocha;Logística;Erro em sistema;Troca de senha solicitada;Alta;Em andamento;Gabriel;
HD-831;21/02/2025 11:14;João Mendes;Comercial;Solicitação de software;Solicitação de instalação do Office;Alta;Resolvido;Paulo;24/02/2025 08:48
HD-832;09/01/2025 10:15;Luciana Rocha;Logística;Solicitação de software;Troca de senha solicitada;Baixa;Fechado;Gabriel;10/01/2025 08:15
HD-833;26/03/2025 10:18;Luciana Rocha;TI;Backup;Problema com impressão;Crítica;Aberto;Guilherme;
HD-834;24/01/2025 11:25;Carlos Silva;Operações;Problemas de rede;Usuário não consegue acessar o sistema;Média;Resolvido;Gabriel;26/01/2025 08:38
HD-835;31/12/2024 13:49;Luciana Rocha;Jurídico;Solicitação de software;Troca de senha solicitada;Média;Em andamento;Guilherme;
HD-836;28/10/2024 15:08;Ana Paula;Operações;Backup;Solicitação de instalação do Office;Alta;Pendente;Gabriel;
HD-837;09/01/2025 13:39;Fernando Lima;Operações;Backup;Conexão com servidor instável;Crítica;Em andamento;Guilherme;
HD-838;03/04/2025 08:33;Fernando Lima;TI;Erro em sistema;Solicitação de instalação do Office;Crítica;Resolvido;Guilherme;03/04/2025 17:33
HD-839;20/02/2025 12:21;Fernando Lima;Marketing;Problemas de rede;Usuário não consegue acessar o sistema;Baixa;Aberto;Guilherme;
HD-840;13/10/2024 09:13;Fernando Lima;Marketing;Falha em equipamento;Usuário não consegue acessar o sistema;Baixa;Resolvido;Guilherme;14/10/2024 09:13
HD-841;29/11/2024 14:49;Mariana Dias;Jurídico;Troca de senha;Conexão com servidor instável;Alta;Fechado;Gabriel;02/12/2024 08:03
HD-842;24/01/2025 11:31;Ana Paula;Operações;Falha em equipamento;Troca de senha solicitada;Crítica;Aberto;Paulo;
HD-843;17/03/2025 16:01;Ana Paula;TI;Problemas de rede;Conexão com servidor instável;Média;Resolvido;Gabriel;17/03/2025 18:03
HD-844;14/01/2025 15:54;Mariana Dias;Comercial;Troca de senha;Problema com impressão;Crítica;Resolvido;Guilherme;16/01/2025 18:21
HD-845;21/11/2024 12:41;Carlos Silva;Comercial;Solicitação de software;Erro ao abrir planilha;Alta;Aberto;Guilherme;
HD-846;01/11/2024 09:34;Luciana Rocha;Financeiro;Backup;Erro ao abrir planilha;Crítica;Aberto;Guilherme;
HD-847;24/10/2024 15:17;João Mendes;Comercial;Problemas de rede;Problema com impressão;Crítica;Resolvido;Guilherme;26/10/2024 09:17
HD-848;24/01/2025 09:55;Fernando Lima;Marketing;Backup;Solicitação de instalação do Office;Crítica;Resolvido;Guilherme;24/01/2025 12:55
HD-849;22/01/2025 14:09;Ana Paula;RH;Acesso ao sistema;Usuário não consegue acessar o sistema;Média;Resolvido;Gabriel;24/01/2025 08:30
HD-850;30/10/2024 14:49;Juliana Castro;TI;Troca de senha;Erro ao abrir planilha;Baixa;Aberto;Gabriel;
HD-851;14/02/2025 14:45;Fernando Lima;Operações;Falha em equipamento;Conexão com servidor instável;Baixa;Em andamento;Gabriel;
HD-852;26/01/2025 16:51;Luciana Rocha;Operações;Falha em equipamento;Usuário não consegue acessar o sistema;Alta;Em andamento;Gabriel;
HD-853;21/11/2024 14:26;Fernando Lima;Operações;Solicitação de software;Usuário não consegue acessar o sistema;Alta;Em andamento;Gabriel;
HD-854;17/10/2024 16:13;Ana Paula;Jurídico;Problemas de rede;Problema com impressão;Crítica;Aberto;Guilherme;
HD-855;01/03/2025 08:39;Juliana Castro;Logística;Acesso ao sistema;Usuário não consegue acessar o sistema;Média;Fechado;Gabriel;02/03/2025 08:35
HD-856;07/12/2024 14:01;Ana Paula;Jurídico;Troca de senha;Solicitação de instalação do Office;Baixa;Aberto;Gabriel;
HD-857;22/02/2025 16:25;Mariana Dias;Logística;Troca de senha;Solicitação de instalação do Office;Crítica;Aberto;Gabriel;
HD-858;14/10/2024 15:49;João Mendes;Financeiro;Falha em equipamento;Usuário não consegue acessar o sistema;Baixa;Fechado;Gabriel;16/10/2024 18:57
HD-859;12/02/2025 09:47;Mariana Dias;Operações;Acesso ao sistema;Usuário não consegue acessar o sistema;Baixa;Fechado;Gabriel;13/02/2025 09:47
HD-860;15/03/2025 13:50;Carlos Silva;Financeiro;Solicitação de software;Problema com impressão;Média;Pendente;Guilherme;
HD-861;07/12/2024 10:32;Juliana Castro;TI;Troca de senha;Solicitação de instalação do Office;Crítica;Resolvido;Paulo;08/12/2024 09:32
HD-862;16/03/2025 16:48;Ana Paula;Comercial;Troca de senha;Troca de senha solicitada;Crítica;Fechado;Paulo;18/03/2025 08:46
HD-863;07/11/2024 16:30;Bruno Alves;Jurídico;Solicitação de software;Problema com impressão;Média;Resolvido;Gabriel;09/11/2024 10:30
HD-864;11/01/2025 08:40;Carlos Silva;Logística;Problemas de rede;Problema com impressão;Média;Pendente;Guilherme;
HD-865;27/10/2024 16:49;Ana Paula;Jurídico;Backup;Solicitação de instalação do Office;Média;Resolvido;Gabriel;28/10/2024 15:49
HD-866;01/02/2025 16:14;Mariana Dias;Marketing;Troca de senha;Conexão com servidor instável;Alta;Fechado;Guilherme;04/02/2025 08:14
HD-867;13/03/2025 10:13;Fernando Lima;RH;Solicitação de software;Solicitação de instalação do Office;Baixa;Em andamento;Gabriel;
HD-868;02/01/2025 08:55;Juliana Castro;Marketing;Solicitação de software;Problema com impressão;Baixa;Aberto;Gabriel;
HD-869;21/11/2024 16:44;Fernando Lima;Comercial;Solicitação de software;Troca de senha solicitada;Alta;Pendente;Gabriel;
HD-870;14/03/2025 11:45;João Mendes;Financeiro;Acesso ao sistema;Troca de senha solicitada;Crítica;Pendente;Guilherme;
HD-871;17/12/2024 14:06;Bruno Alves;Logística;Problemas de rede;Conexão com servidor instável;Crítica;Resolvido;Guilherme;17/12/2024 16:06
HD-872;06/03/2025 09:38;Luciana Rocha;Comercial;Backup;Solicitação de instalação do Office;Baixa;Pendente;Gabriel;
HD-873;21/11/2024 09:27;Luciana Rocha;Logística;Erro em sistema;Conexão com servidor instável;Média;Aberto;Gabriel;
HD-874;19/02/2025 08:26;Mariana Dias;Jurídico;Troca de senha;Solicitação de instalação do Office;Baixa;Em andamento;Guilherme;
HD-875;17/01/2025 16:14;Juliana Castro;RH;Problemas de rede;Erro ao abrir planilha;Média;Fechado;Gabriel;19/01/2025 18:20
HD-876;30/11/2024 16:08;Ana Paula;Marketing;Acesso ao sistema;Erro ao abrir planilha;Média;Aberto;Gabriel;
HD-877;21/03/2025 15:56;Juliana Castro;TI;Solicitação de software;Conexão com servidor instável;Média;Pendente;Gabriel;
HD-878;27/03/2025 12:42;Luciana Rocha;Comercial;Solicitação de software;Solicitação de instalação do Office;Baixa;Pendente;Guilherme;
HD-879;02/12/2024 14:08;Fernando Lima;RH;Backup;Troca de senha solicitada;Baixa;Aberto;Paulo;
HD-880;22/02/2025 09:00;Luciana Rocha;Marketing;Acesso ao sistema;Solicitação de instalação do Office;Alta;Resolvido;Gabriel;23/02/2025 18:00
HD-881;30/11/2024 15:04;João Mendes;Comercial;Backup;Troca de senha solicitada;Crítica;Em andamento;Gabriel;
HD-882;27/02/2025 14:58;João Mendes;Comercial;Solicitação de software;Troca de senha solicitada;Média;Fechado;Gabriel;01/03/2025 08:45
HD-883;21/03/2025 16:40;Ana Paula;Logística;Solicitação de software;Solicitação de instalação do Office;Alta;Resolvido;Gabriel;23/03/2025 08:56
HD-884;01/04/2025 13:46;João Mendes;Jurídico;Problemas de rede;Usuário não consegue acessar o sistema;Crítica;Fechado;Guilherme;04/04/2025 08:35
HD-885;23/11/2024 16:52;João Mendes;Comercial;Troca de senha;Conexão com servidor instável;Baixa;Pendente;Gabriel;
HD-886;28/03/2025 13:43;Juliana Castro;Logística;Falha em equipamento;Conexão com servidor instável;Crítica;Pendente;Gabriel;
HD-887;01/01/2025 15:55;Luciana Rocha;Logística;Solicitação de software;Troca de senha solicitada;Baixa;Pendente;Gabriel;
HD-888;12/03/2025 12:29;Juliana Castro;Operações;Acesso ao sistema;Problema com impressão;Média;Fechado;Gabriel;14/03/2025 08:29
HD-889;23/03/2025 16:33;Mariana Dias;Comercial;Backup;Erro ao abrir planilha;Média;Aberto;Gabriel;
HD-890;11/12/2024 09:09;Mariana Dias;Marketing;Troca de senha;Problema com impressão;Baixa;Resolvido;Gabriel;13/12/2024 14:09
HD-891;07/02/2025 16:39;Luciana Rocha;Operações;Acesso ao sistema;Troca de senha solicitada;Alta;Em andamento;Gabriel;
HD-892;24/02/2025 09:01;Juliana Castro;RH;Problemas de rede;Erro ao abrir planilha;Alta;Fechado;Gabriel;25/02/2025 18:01
HD-893;11/12/2024 16:55;Mariana Dias;Marketing;Acesso ao sistema;Erro ao abrir planilha;Alta;Aberto;Gabriel;
HD-894;07/02/2025 10:11;Luciana Rocha;Logística;Backup;Problema com impressão;Alta;Aberto;Gabriel;
HD-895;05/12/2024 13:35;Juliana Castro;Operações;Erro em sistema;Troca de senha solicitada;Crítica;Fechado;Gabriel;07/12/2024 11:35
HD-896;27/02/2025 08:44;Ana Paula;Jurídico;Erro em sistema;Conexão com servidor instável;Alta;Resolvido;Gabriel;27/02/2025 18:25
HD-897;29/03/2025 11:38;Mariana Dias;TI;Troca de senha;Erro ao abrir planilha;Média;Fechado;Gabriel;31/03/2025 08:38
HD-898;12/03/2025 08:06;Bruno Alves;Operações;Backup;Problema com impressão;Média;Fechado;Gabriel;13/03/2025 13:06
HD-899;03/02/2025 14:49;João Mendes;Jurídico;Troca de senha;Solicitação de instalação do Office;Média;Aberto;Guilherme;
HD-900;17/11/2024 09:46;Carlos Silva;Jurídico;Solicitação de software;Troca de senha solicitada;Baixa;Pendente;Guilherme;
HD-901;26/11/2024 08:56;Carlos Silva;Financeiro;Backup;Usuário não consegue acessar o sistema;Alta;Aberto;Paulo;
HD-902;22/11/2024 16:40;João Mendes;Marketing;Troca de senha;Troca de senha solicitada;Baixa;Resolvido;Gabriel;23/11/2024 13:40
HD-903;23/01/2025 16:16;Bruno Alves;TI;Solicitação de software;Problema com impressão;Média;Aberto;Gabriel;
HD-904;13/10/2024 12:55;Luciana Rocha;Operações;Backup;Conexão com servidor instável;Alta;Aberto;Gabriel;
HD-905;05/04/2025 08:48;Ana Paula;RH;Erro em sistema;Conexão com servidor instável;Baixa;Em andamento;Guilherme;
HD-906;02/02/2025 10:17;João Mendes;Financeiro;Erro em sistema;Usuário não consegue acessar o sistema;Média;Em andamento;Guilherme;
HD-907;30/12/2024 15:26;Juliana Castro;Financeiro;Falha em equipamento;Usuário não consegue acessar o sistema;Crítica;Pendente;Guilherme;
HD-908;20/10/2024 08:31;Fernando Lima;Marketing;Backup;Usuário não consegue acessar o sistema;Alta;Em andamento;Gabriel;
HD-909;05/12/2024 10:51;Fernando Lima;Financeiro;Solicitação de software;Troca de senha solicitada;Média;Fechado;Guilherme;07/12/2024 08:26
HD-910;30/11/2024 11:58;João Mendes;TI;Acesso ao sistema;Solicitação de instalação do Office;Alta;Aberto;Guilherme;
HD-911;03/12/2024 10:39;João Mendes;RH;Troca de senha;Solicitação de instalação do Office;Média;Resolvido;Gabriel;03/12/2024 12:39
HD-912;12/10/2024 16:18;Ana Paula;TI;Troca de senha;Usuário não consegue acessar o sistema;Alta;Resolvido;Gabriel;14/10/2024 18:03
HD-913;06/11/2024 14:48;João Mendes;Operações;Erro em sistema;Erro ao abrir planilha;Crítica;Resolvido;Gabriel;06/11/2024 18:48
HD-914;02/12/2024 13:30;Mariana Dias;Comercial;Falha em equipamento;Erro ao abrir planilha;Baixa;Aberto;Paulo;
HD-915;30/01/2025 16:02;Bruno Alves;RH;Troca de senha;Erro ao abrir planilha;Média;Fechado;Guilherme;30/01/2025 18:31
HD-916;31/10/2024 15:35;Fernando Lima;Jurídico;Erro em sistema;Problema com impressão;Alta;Aberto;Gabriel;
HD-917;29/11/2024 16:15;Bruno Alves;Comercial;Erro em sistema;Problema com impressão;Crítica;Resolvido;Gabriel;02/12/2024 08:35
HD-918;02/03/2025 14:59;Bruno Alves;Operações;Solicitação de software;Problema com impressão;Alta;Aberto;Gabriel;
HD-919;27/11/2024 16:27;Carlos Silva;RH;Troca de senha;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-920;28/01/2025 13:28;Juliana Castro;TI;Solicitação de software;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-921;15/01/2025 14:42;Fernando Lima;RH;Backup;Problema com impressão;Crítica;Em andamento;Guilherme;
HD-922;24/03/2025 15:32;Carlos Silva;Jurídico;Backup;Solicitação de instalação do Office;Média;Fechado;Gabriel;26/03/2025 18:19
HD-923;07/03/2025 08:49;Juliana Castro;RH;Backup;Troca de senha solicitada;Média;Pendente;Guilherme;
HD-924;15/01/2025 13:27;Carlos Silva;Financeiro;Erro em sistema;Solicitação de instalação do Office;Média;Aberto;Paulo;
HD-925;28/12/2024 15:05;Carlos Silva;Operações;Troca de senha;Usuário não consegue acessar o sistema;Média;Pendente;Guilherme;
HD-926;12/10/2024 16:42;Ana Paula;Jurídico;Falha em equipamento;Problema com impressão;Média;Pendente;Gabriel;
HD-927;28/11/2024 15:53;Mariana Dias;Comercial;Problemas de rede;Conexão com servidor instável;Alta;Resolvido;Guilherme;29/11/2024 14:53
HD-928;13/03/2025 09:28;Juliana Castro;Logística;Falha em equipamento;Erro ao abrir planilha;Crítica;Resolvido;Guilherme;15/03/2025 08:57
HD-929;20/12/2024 08:18;João Mendes;Comercial;Falha em equipamento;Usuário não consegue acessar o sistema;Alta;Aberto;Guilherme;
HD-930;31/03/2025 10:22;João Mendes;Comercial;Falha em equipamento;Troca de senha solicitada;Alta;Em andamento;Gabriel;
HD-931;28/02/2025 13:57;Ana Paula;Financeiro;Troca de senha;Conexão com servidor instável;Baixa;Pendente;Guilherme;
HD-932;22/03/2025 16:44;Mariana Dias;Jurídico;Backup;Erro ao abrir planilha;Alta;Pendente;Gabriel;
HD-933;05/11/2024 08:59;Mariana Dias;Logística;Backup;Troca de senha solicitada;Média;Fechado;Guilherme;07/11/2024 14:59
HD-934;30/11/2024 15:10;Fernando Lima;Logística;Problemas de rede;Problema com impressão;Alta;Fechado;Guilherme;02/12/2024 18:21
HD-935;07/11/2024 16:09;João Mendes;Jurídico;Acesso ao sistema;Conexão com servidor instável;Alta;Em andamento;Gabriel;
HD-936;06/12/2024 14:06;João Mendes;Logística;Troca de senha;Troca de senha solicitada;Alta;Resolvido;Gabriel;07/12/2024 08:28
HD-937;07/01/2025 14:10;Mariana Dias;Comercial;Erro em sistema;Solicitação de instalação do Office;Alta;Aberto;Gabriel;
HD-938;16/12/2024 10:05;Luciana Rocha;Logística;Problemas de rede;Problema com impressão;Alta;Fechado;Gabriel;18/12/2024 12:05
HD-939;07/03/2025 13:51;Carlos Silva;TI;Acesso ao sistema;Solicitação de instalação do Office;Baixa;Em andamento;Paulo;
HD-940;02/01/2025 09:40;Bruno Alves;Jurídico;Troca de senha;Troca de senha solicitada;Baixa;Em andamento;Gabriel;
HD-941;19/11/2024 14:02;Ana Paula;Marketing;Erro em sistema;Troca de senha solicitada;Crítica;Aberto;Gabriel;
HD-942;09/03/2025 08:48;Fernando Lima;RH;Falha em equipamento;Troca de senha solicitada;Baixa;Resolvido;Gabriel;09/03/2025 16:48
HD-943;23/02/2025 14:28;Juliana Castro;Jurídico;Problemas de rede;Problema com impressão;Alta;Pendente;Guilherme;
HD-944;05/12/2024 09:47;Bruno Alves;Logística;Erro em sistema;Conexão com servidor instável;Média;Resolvido;Paulo;06/12/2024 18:41
HD-945;29/10/2024 13:59;Juliana Castro;Financeiro;Falha em equipamento;Troca de senha solicitada;Baixa;Resolvido;Gabriel;30/10/2024 18:01
HD-946;13/12/2024 12:22;Bruno Alves;TI;Problemas de rede;Erro ao abrir planilha;Baixa;Fechado;Gabriel;14/12/2024 08:56
HD-947;26/03/2025 08:07;Bruno Alves;Operações;Erro em sistema;Erro ao abrir planilha;Crítica;Pendente;Guilherme;
HD-948;12/10/2024 13:22;Ana Paula;Logística;Falha em equipamento;Solicitação de instalação do Office;Média;Em andamento;Guilherme;
HD-949;17/10/2024 16:50;Fernando Lima;Marketing;Erro em sistema;Usuário não consegue acessar o sistema;Baixa;Pendente;Guilherme;
HD-950;25/03/2025 14:22;Juliana Castro;Jurídico;Backup;Conexão com servidor instável;Média;Fechado;Gabriel;26/03/2025 18:22
HD-951;02/01/2025 11:51;Luciana Rocha;Jurídico;Solicitação de software;Troca de senha solicitada;Baixa;Pendente;Gabriel;
HD-952;15/03/2025 11:44;Fernando Lima;RH;Backup;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-953;08/12/2024 11:02;Luciana Rocha;RH;Troca de senha;Conexão com servidor instável;Crítica;Aberto;Paulo;
HD-954;15/01/2025 13:00;Bruno Alves;Jurídico;Falha em equipamento;Solicitação de instalação do Office;Média;Fechado;Guilherme;18/01/2025 09:00
HD-955;23/12/2024 16:58;Carlos Silva;RH;Backup;Troca de senha solicitada;Crítica;Aberto;Gabriel;
HD-956;27/11/2024 16:50;Luciana Rocha;RH;Solicitação de software;Problema com impressão;Baixa;Em andamento;Gabriel;
HD-957;05/02/2025 13:47;Ana Paula;Operações;Solicitação de software;Usuário não consegue acessar o sistema;Alta;Em andamento;Gabriel;
HD-958;04/12/2024 14:28;João Mendes;Logística;Falha em equipamento;Usuário não consegue acessar o sistema;Baixa;Fechado;Guilherme;04/12/2024 16:28
HD-959;25/10/2024 12:49;Ana Paula;Operações;Erro em sistema;Solicitação de instalação do Office;Média;Aberto;Gabriel;
HD-960;11/11/2024 16:11;Juliana Castro;Jurídico;Erro em sistema;Solicitação de instalação do Office;Média;Fechado;Paulo;13/11/2024 13:11
HD-961;31/12/2024 14:28;Bruno Alves;TI;Falha em equipamento;Problema com impressão;Média;Em andamento;Gabriel;
HD-962;15/10/2024 13:12;Carlos Silva;TI;Falha em equipamento;Usuário não consegue acessar o sistema;Crítica;Fechado;Gabriel;16/10/2024 18:12
HD-963;20/12/2024 08:48;Ana Paula;Financeiro;Troca de senha;Erro ao abrir planilha;Crítica;Em andamento;Paulo;
HD-964;09/01/2025 13:17;Carlos Silva;Financeiro;Backup;Troca de senha solicitada;Crítica;Resolvido;Gabriel;10/01/2025 13:17
HD-965;01/12/2024 08:29;João Mendes;RH;Acesso ao sistema;Solicitação de instalação do Office;Média;Resolvido;Gabriel;03/12/2024 08:47
HD-966;19/11/2024 12:20;Mariana Dias;Operações;Acesso ao sistema;Conexão com servidor instável;Crítica;Resolvido;Gabriel;20/11/2024 08:18
HD-967;27/12/2024 15:43;Bruno Alves;Marketing;Backup;Erro ao abrir planilha;Crítica;Em andamento;Paulo;
HD-968;11/03/2025 10:31;Luciana Rocha;Comercial;Falha em equipamento;Usuário não consegue acessar o sistema;Alta;Em andamento;Gabriel;
HD-969;30/12/2024 08:01;Juliana Castro;Comercial;Erro em sistema;Conexão com servidor instável;Crítica;Resolvido;Gabriel;31/12/2024 18:07
HD-970;01/04/2025 13:59;Bruno Alves;Comercial;Troca de senha;Solicitação de instalação do Office;Crítica;Aberto;Gabriel;
HD-971;21/01/2025 14:15;Ana Paula;Marketing;Erro em sistema;Erro ao abrir planilha;Baixa;Fechado;Guilherme;23/01/2025 18:47
HD-972;23/02/2025 10:00;Bruno Alves;Operações;Troca de senha;Problema com impressão;Baixa;Resolvido;Guilherme;24/02/2025 18:58
HD-973;27/11/2024 08:28;Ana Paula;Operações;Falha em equipamento;Troca de senha solicitada;Média;Fechado;Gabriel;29/11/2024 18:49
HD-974;21/11/2024 13:16;Bruno Alves;Financeiro;Solicitação de software;Problema com impressão;Crítica;Resolvido;Gabriel;22/11/2024 08:44
HD-975;01/04/2025 11:24;Mariana Dias;RH;Falha em equipamento;Solicitação de instalação do Office;Média;Resolvido;Gabriel;03/04/2025 15:24
HD-976;07/03/2025 13:11;Ana Paula;TI;Falha em equipamento;Conexão com servidor instável;Média;Em andamento;Gabriel;
HD-977;03/12/2024 11:40;Juliana Castro;Operações;Acesso ao sistema;Problema com impressão;Média;Em andamento;Gabriel;
HD-978;26/10/2024 15:28;Carlos Silva;Jurídico;Backup;Usuário não consegue acessar o sistema;Alta;Aberto;Gabriel;
HD-979;17/12/2024 09:26;Ana Paula;Operações;Troca de senha;Conexão com servidor instável;Crítica;Aberto;Paulo;
HD-980;18/11/2024 12:27;Ana Paula;Financeiro;Problemas de rede;Usuário não consegue acessar o sistema;Crítica;Pendente;Gabriel;
HD-981;03/02/2025 09:36;Fernando Lima;TI;Problemas de rede;Conexão com servidor instável;Alta;Pendente;Gabriel;
HD-982;24/12/2024 11:51;Juliana Castro;RH;Backup;Solicitação de instalação do Office;Alta;Resolvido;Guilherme;27/12/2024 10:51
HD-983;01/03/2025 08:47;Carlos Silva;Logística;Falha em equipamento;Troca de senha solicitada;Média;Resolvido;Gabriel;03/03/2025 08:57
HD-984;04/01/2025 13:54;Fernando Lima;Operações;Acesso ao sistema;Troca de senha solicitada;Crítica;Fechado;Gabriel;06/01/2025 18:54
HD-985;09/03/2025 16:15;Luciana Rocha;Comercial;Backup;Usuário não consegue acessar o sistema;Crítica;Pendente;Gabriel;
HD-986;11/10/2024 13:50;Carlos Silva;Operações;Falha em equipamento;Troca de senha solicitada;Crítica;Aberto;Gabriel;
HD-987;11/03/2025 10:41;Ana Paula;Operações;Troca de senha;Usuário não consegue acessar o sistema;Alta;Aberto;Guilherme;
HD-988;30/12/2024 15:01;Fernando Lima;Financeiro;Erro em sistema;Usuário não consegue acessar o sistema;Baixa;Em andamento;Guilherme;
HD-989;08/02/2025 11:53;Carlos Silva;TI;Falha em equipamento;Problema com impressão;Baixa;Fechado;Gabriel;09/02/2025 18:39
HD-990;10/02/2025 11:48;João Mendes;Logística;Backup;Troca de senha solicitada;Alta;Em andamento;Gabriel;
HD-991;17/02/2025 11:36;Bruno Alves;Logística;Backup;Solicitação de instalação do Office;Crítica;Resolvido;Guilherme;20/02/2025 08:19
HD-992;13/01/2025 10:05;Ana Paula;Jurídico;Problemas de rede;Solicitação de instalação do Office;Média;Resolvido;Gabriel;15/01/2025 14:05
HD-993;20/11/2024 09:23;Carlos Silva;Logística;Backup;Usuário não consegue acessar o sistema;Alta;Aberto;Guilherme;
HD-994;05/02/2025 15:58;Bruno Alves;Financeiro;Acesso ao sistema;Usuário não consegue acessar o sistema;Alta;Resolvido;Gabriel;07/02/2025 17:58
HD-995;08/03/2025 09:01;João Mendes;Financeiro;Solicitação de software;Solicitação de instalação do Office;Alta;Pendente;Guilherme;
HD-996;17/02/2025 16:04;João Mendes;Logística;Acesso ao sistema;Conexão com servidor instável;Baixa;Pendente;Gabriel;
HD-997;31/01/2025 08:51;Carlos Silva;Operações;Solicitação de software;Conexão com servidor instável;Baixa;Em andamento;Gabriel;
HD-998;27/12/2024 09:22;Bruno Alves;Logística;Acesso ao sistema;Problema com impressão;Baixa;Em andamento;Gabriel;
HD-999;05/11/2024 11:00;Carlos Silva;Jurídico;Falha em equipamento;Solicitação de instalação do Office;Crítica;Em andamento;Gabriel;
HD-1000;01/03/2025 08:57;Carlos Silva;Jurídico;Falha em equipamento;Problema com impressão;Crítica;Em andamento;Gabriel;
